,Total_f1,w_1,w_2,w_3,1_f1,2_f1,3_f1
382,0.98,0.3,2.0,5.5,0.45,0.33,0.2
383,0.96,0.3,2.0,6.0,0.42,0.32,0.22
384,0.92,0.3,2.25,0.5,0.56,0.36,0.0
385,0.93,0.3,2.25,1.0,0.55,0.36,0.02
386,0.9500000000000001,0.3,2.25,1.5,0.54,0.37,0.04
387,0.96,0.3,2.25,2.0,0.52,0.36,0.08
388,0.99,0.3,2.25,2.5,0.52,0.37,0.1
389,0.97,0.3,2.25,3.0,0.48,0.36,0.13
390,0.9500000000000001,0.3,2.25,3.5,0.47,0.34,0.14
391,0.9700000000000001,0.3,2.25,4.0,0.45,0.35,0.17
392,0.98,0.3,2.25,4.5,0.45,0.34,0.19
393,0.96,0.3,2.25,5.0,0.45,0.32,0.19
394,0.97,0.3,2.25,5.5,0.42,0.35,0.2
395,0.95,0.3,2.25,6.0,0.42,0.33,0.2
396,0.91,0.3,2.5,0.5,0.54,0.37,0.0
397,0.9,0.3,2.5,1.0,0.53,0.36,0.01
398,0.9,0.3,2.5,1.5,0.5,0.37,0.03
399,0.96,0.3,2.5,2.0,0.5,0.37,0.09
400,1.0,0.3,2.5,2.5,0.49,0.38,0.13
401,0.91,0.3,2.5,3.0,0.45,0.35,0.11
402,0.9700000000000001,0.3,2.5,3.5,0.46,0.36,0.15
403,0.9400000000000001,0.3,2.5,4.0,0.44,0.35,0.15
404,0.94,0.3,2.5,4.5,0.42,0.34,0.18
405,0.9299999999999999,0.3,2.5,5.0,0.4,0.35,0.18
406,0.9099999999999999,0.3,2.5,5.5,0.39,0.34,0.18
407,0.9199999999999999,0.3,2.5,6.0,0.38,0.34,0.2
408,0.89,0.3,2.75,0.5,0.52,0.37,0.0
409,0.89,0.3,2.75,1.0,0.51,0.38,0.0
410,0.91,0.3,2.75,1.5,0.49,0.39,0.03
411,0.9299999999999999,0.3,2.75,2.0,0.48,0.38,0.07
412,0.96,0.3,2.75,2.5,0.47,0.37,0.12
413,0.93,0.3,2.75,3.0,0.44,0.38,0.11
414,0.91,0.3,2.75,3.5,0.43,0.37,0.11
415,0.9400000000000001,0.3,2.75,4.0,0.43,0.36,0.15
416,0.92,0.3,2.75,4.5,0.4,0.37,0.15
417,0.9299999999999999,0.3,2.75,5.0,0.39,0.36,0.18
418,0.9099999999999999,0.3,2.75,5.5,0.38,0.34,0.19
419,0.8899999999999999,0.3,2.75,6.0,0.36,0.34,0.19
420,0.86,0.3,3.0,0.5,0.49,0.37,0.0
421,0.85,0.3,3.0,1.0,0.47,0.37,0.01
422,0.8900000000000001,0.3,3.0,1.5,0.46,0.39,0.04
423,0.9200000000000002,0.3,3.0,2.0,0.46,0.39,0.07
424,0.93,0.3,3.0,2.5,0.44,0.39,0.1
425,0.91,0.3,3.0,3.0,0.43,0.38,0.1
426,0.88,0.3,3.0,3.5,0.4,0.36,0.12
427,0.91,0.3,3.0,4.0,0.39,0.37,0.15
428,0.9,0.3,3.0,4.5,0.37,0.37,0.16
429,0.9299999999999999,0.3,3.0,5.0,0.38,0.37,0.18
430,0.9,0.3,3.0,5.5,0.36,0.37,0.17
431,0.8799999999999999,0.3,3.0,6.0,0.35,0.35,0.18
432,0.75,0.4,0.25,0.5,0.74,0.0,0.01
433,0.75,0.4,0.25,1.0,0.74,0.0,0.01
434,0.8,0.4,0.25,1.5,0.73,0.0,0.07
435,0.85,0.4,0.25,2.0,0.72,0.0,0.13
436,0.84,0.4,0.25,2.5,0.71,0.0,0.13
437,0.85,0.4,0.25,3.0,0.7,0.0,0.15
438,0.85,0.4,0.25,3.5,0.69,0.0,0.16
439,0.8600000000000001,0.4,0.25,4.0,0.68,0.0,0.18
440,0.8600000000000001,0.4,0.25,4.5,0.67,0.0,0.19
441,0.8300000000000001,0.4,0.25,5.0,0.65,0.0,0.18
442,0.8300000000000001,0.4,0.25,5.5,0.64,0.0,0.19
443,0.85,0.4,0.25,6.0,0.63,0.0,0.22
444,0.76,0.4,0.5,0.5,0.73,0.02,0.01
445,0.77,0.4,0.5,1.0,0.73,0.01,0.03
446,0.81,0.4,0.5,1.5,0.73,0.02,0.06
447,0.85,0.4,0.5,2.0,0.72,0.02,0.11
448,0.87,0.4,0.5,2.5,0.71,0.01,0.15
449,0.87,0.4,0.5,3.0,0.7,0.02,0.15
450,0.8899999999999999,0.4,0.5,3.5,0.69,0.01,0.19
451,0.8800000000000001,0.4,0.5,4.0,0.67,0.02,0.19
452,0.91,0.4,0.5,4.5,0.67,0.02,0.22
453,0.8600000000000001,0.4,0.5,5.0,0.65,0.01,0.2
454,0.8500000000000001,0.4,0.5,5.5,0.64,0.01,0.2
455,0.85,0.4,0.5,6.0,0.63,0.01,0.21
456,0.8099999999999999,0.4,0.75,0.5,0.73,0.08,0.0
457,0.85,0.4,0.75,1.0,0.73,0.1,0.02
458,0.86,0.4,0.75,1.5,0.72,0.09,0.05
459,0.9199999999999999,0.4,0.75,2.0,0.71,0.1,0.11
460,0.9299999999999999,0.4,0.75,2.5,0.7,0.09,0.14
461,0.89,0.4,0.75,3.0,0.68,0.07,0.14
462,0.9,0.4,0.75,3.5,0.67,0.07,0.16
463,0.9299999999999999,0.4,0.75,4.0,0.67,0.06,0.2
464,0.9199999999999999,0.4,0.75,4.5,0.65,0.06,0.21
465,0.8999999999999999,0.4,0.75,5.0,0.65,0.06,0.19
466,0.8600000000000001,0.4,0.75,5.5,0.63,0.04,0.19
467,0.87,0.4,0.75,6.0,0.62,0.03,0.22
468,0.86,0.4,1.0,0.5,0.71,0.15,0.0
469,0.89,0.4,1.0,1.0,0.71,0.15,0.03
470,0.9,0.4,1.0,1.5,0.71,0.14,0.05
471,0.94,0.4,1.0,2.0,0.7,0.15,0.09
472,0.95,0.4,1.0,2.5,0.69,0.13,0.13
473,0.9600000000000001,0.4,1.0,3.0,0.68,0.14,0.14
474,0.9600000000000001,0.4,1.0,3.5,0.66,0.14,0.16
475,0.96,0.4,1.0,4.0,0.65,0.13,0.18
476,0.97,0.4,1.0,4.5,0.64,0.12,0.21
477,0.9299999999999999,0.4,1.0,5.0,0.62,0.13,0.18
478,0.95,0.4,1.0,5.5,0.62,0.12,0.21
479,0.95,0.4,1.0,6.0,0.61,0.12,0.22
480,0.9299999999999999,0.4,1.25,0.5,0.7,0.23,0.0
481,0.8999999999999999,0.4,1.25,1.0,0.69,0.2,0.01
482,0.95,0.4,1.25,1.5,0.68,0.21,0.06
483,1.02,0.4,1.25,2.0,0.69,0.24,0.09
484,0.9900000000000001,0.4,1.25,2.5,0.67,0.2,0.12
485,1.0,0.4,1.25,3.0,0.65,0.21,0.14
486,1.01,0.4,1.25,3.5,0.65,0.18,0.18
487,1.0,0.4,1.25,4.0,0.64,0.18,0.18
488,0.99,0.4,1.25,4.5,0.62,0.18,0.19
489,1.01,0.4,1.25,5.0,0.61,0.19,0.21
490,0.99,0.4,1.25,5.5,0.6,0.19,0.2
491,0.97,0.4,1.25,6.0,0.59,0.18,0.2
492,0.9400000000000001,0.4,1.5,0.5,0.68,0.26,0.0
493,0.9800000000000001,0.4,1.5,1.0,0.68,0.27,0.03
494,1.01,0.4,1.5,1.5,0.68,0.27,0.06
495,1.01,0.4,1.5,2.0,0.66,0.26,0.09
496,0.99,0.4,1.5,2.5,0.64,0.25,0.1
497,1.04,0.4,1.5,3.0,0.64,0.26,0.14
498,1.04,0.4,1.5,3.5,0.63,0.24,0.17
499,1.03,0.4,1.5,4.0,0.62,0.23,0.18
500,1.02,0.4,1.5,4.5,0.6,0.24,0.18
501,1.01,0.4,1.5,5.0,0.6,0.23,0.18
502,1.0,0.4,1.5,5.5,0.59,0.22,0.19
503,0.97,0.4,1.5,6.0,0.57,0.21,0.19
504,0.9500000000000001,0.4,1.75,0.5,0.66,0.28,0.01
505,0.98,0.4,1.75,1.0,0.66,0.3,0.02
506,0.9700000000000001,0.4,1.75,1.5,0.65,0.28,0.04
507,1.03,0.4,1.75,2.0,0.65,0.3,0.08
508,1.03,0.4,1.75,2.5,0.63,0.29,0.11
509,0.99,0.4,1.75,3.0,0.61,0.27,0.11
510,1.04,0.4,1.75,3.5,0.61,0.28,0.15
511,0.98,0.4,1.75,4.0,0.59,0.25,0.14
512,1.05,0.4,1.75,4.5,0.59,0.28,0.18
513,1.01,0.4,1.75,5.0,0.57,0.25,0.19
514,1.03,0.4,1.75,5.5,0.57,0.27,0.19
515,1.03,0.4,1.75,6.0,0.56,0.27,0.2
516,0.96,0.4,2.0,0.5,0.65,0.3,0.01
517,0.98,0.4,2.0,1.0,0.64,0.32,0.02
518,0.99,0.4,2.0,1.5,0.63,0.32,0.04
519,1.04,0.4,2.0,2.0,0.62,0.32,0.1
520,1.02,0.4,2.0,2.5,0.61,0.3,0.11
521,1.01,0.4,2.0,3.0,0.59,0.31,0.11
522,1.0099999999999998,0.4,2.0,3.5,0.57,0.3,0.14
523,1.0399999999999998,0.4,2.0,4.0,0.57,0.31,0.16
524,1.0499999999999998,0.4,2.0,4.5,0.57,0.31,0.17
525,1.05,0.4,2.0,5.0,0.56,0.29,0.2
526,1.01,0.4,2.0,5.5,0.54,0.28,0.19
527,1.01,0.4,2.0,6.0,0.53,0.28,0.2
528,0.9199999999999999,0.4,2.25,0.5,0.61,0.31,0.0
529,0.96,0.4,2.25,1.0,0.62,0.33,0.01
530,0.96,0.4,2.25,1.5,0.61,0.33,0.02
531,0.99,0.4,2.25,2.0,0.6,0.33,0.06
532,1.01,0.4,2.25,2.5,0.59,0.32,0.1
533,1.0100000000000002,0.4,2.25,3.0,0.56,0.33,0.12
534,1.02,0.4,2.25,3.5,0.56,0.33,0.13
535,1.02,0.4,2.25,4.0,0.55,0.31,0.16
536,1.02,0.4,2.25,4.5,0.53,0.31,0.18
537,1.03,0.4,2.25,5.0,0.53,0.32,0.18
538,1.02,0.4,2.25,5.5,0.52,0.3,0.2
539,1.02,0.4,2.25,6.0,0.52,0.3,0.2
540,0.95,0.4,2.5,0.5,0.6,0.34,0.01
541,0.9299999999999999,0.4,2.5,1.0,0.59,0.33,0.01
542,0.96,0.4,2.5,1.5,0.58,0.35,0.03
543,1.01,0.4,2.5,2.0,0.58,0.34,0.09
544,0.9800000000000001,0.4,2.5,2.5,0.56,0.34,0.08
545,1.0000000000000002,0.4,2.5,3.0,0.56,0.34,0.1
546,1.02,0.4,2.5,3.5,0.56,0.34,0.12
547,0.9900000000000001,0.4,2.5,4.0,0.53,0.33,0.13
548,0.9700000000000001,0.4,2.5,4.5,0.51,0.32,0.14
549,1.01,0.4,2.5,5.0,0.51,0.33,0.17
550,0.99,0.4,2.5,5.5,0.5,0.31,0.18
551,0.99,0.4,2.5,6.0,0.48,0.33,0.18
552,0.94,0.4,2.75,0.5,0.59,0.35,0.0
553,0.95,0.4,2.75,1.0,0.58,0.35,0.02
554,0.9500000000000001,0.4,2.75,1.5,0.56,0.35,0.04
555,0.9600000000000002,0.4,2.75,2.0,0.56,0.34,0.06
556,1.01,0.4,2.75,2.5,0.54,0.37,0.1
557,0.96,0.4,2.75,3.0,0.53,0.35,0.08
558,1.0,0.4,2.75,3.5,0.52,0.35,0.13
559,0.9800000000000001,0.4,2.75,4.0,0.51,0.34,0.13
560,1.0,0.4,2.75,4.5,0.5,0.33,0.17
561,0.9600000000000001,0.4,2.75,5.0,0.48,0.32,0.16
562,0.97,0.4,2.75,5.5,0.46,0.33,0.18
563,0.9700000000000001,0.4,2.75,6.0,0.47,0.33,0.17
564,0.94,0.4,3.0,0.5,0.57,0.37,0.0
565,0.92,0.4,3.0,1.0,0.56,0.36,0.0
566,0.92,0.4,3.0,1.5,0.54,0.36,0.02
567,0.93,0.4,3.0,2.0,0.53,0.37,0.03
568,0.97,0.4,3.0,2.5,0.52,0.36,0.09
569,0.94,0.4,3.0,3.0,0.51,0.36,0.07
570,0.96,0.4,3.0,3.5,0.51,0.36,0.09
571,1.0,0.4,3.0,4.0,0.5,0.36,0.14
572,0.9500000000000001,0.4,3.0,4.5,0.48,0.34,0.13
573,0.98,0.4,3.0,5.0,0.47,0.35,0.16
574,0.9600000000000001,0.4,3.0,5.5,0.45,0.35,0.16
575,0.99,0.4,3.0,6.0,0.45,0.35,0.19
576,0.75,0.5,0.25,0.5,0.74,0.0,0.01
577,0.75,0.5,0.25,1.0,0.74,0.0,0.01
578,0.77,0.5,0.25,1.5,0.73,0.0,0.04
579,0.8099999999999999,0.5,0.25,2.0,0.73,0.0,0.08
580,0.83,0.5,0.25,2.5,0.72,0.0,0.11
581,0.82,0.5,0.25,3.0,0.71,0.0,0.11
582,0.84,0.5,0.25,3.5,0.7,0.0,0.14
583,0.86,0.5,0.25,4.0,0.69,0.0,0.17
584,0.85,0.5,0.25,4.5,0.69,0.0,0.16
585,0.8700000000000001,0.5,0.25,5.0,0.68,0.0,0.19
586,0.8300000000000001,0.5,0.25,5.5,0.65,0.0,0.18
587,0.8400000000000001,0.5,0.25,6.0,0.65,0.0,0.19
588,0.76,0.5,0.5,0.5,0.74,0.02,0.0
589,0.79,0.5,0.5,1.0,0.74,0.02,0.03
590,0.78,0.5,0.5,1.5,0.73,0.0,0.05
591,0.8,0.5,0.5,2.0,0.73,0.0,0.07
592,0.86,0.5,0.5,2.5,0.72,0.01,0.13
593,0.86,0.5,0.5,3.0,0.71,0.01,0.14
594,0.86,0.5,0.5,3.5,0.7,0.01,0.15
595,0.8899999999999999,0.5,0.5,4.0,0.7,0.01,0.18
596,0.8699999999999999,0.5,0.5,4.5,0.69,0.0,0.18
597,0.8700000000000001,0.5,0.5,5.0,0.68,0.0,0.19
598,0.8700000000000001,0.5,0.5,5.5,0.67,0.0,0.2
599,0.8600000000000001,0.5,0.5,6.0,0.66,0.0,0.2
600,0.8,0.5,0.75,0.5,0.73,0.07,0.0
601,0.79,0.5,0.75,1.0,0.73,0.05,0.01
602,0.8300000000000001,0.5,0.75,1.5,0.73,0.05,0.05
603,0.83,0.5,0.75,2.0,0.72,0.03,0.08
604,0.87,0.5,0.75,2.5,0.72,0.04,0.11
605,0.87,0.5,0.75,3.0,0.71,0.04,0.12
606,0.89,0.5,0.75,3.5,0.7,0.05,0.14
607,0.88,0.5,0.75,4.0,0.69,0.04,0.15
608,0.8900000000000001,0.5,0.75,4.5,0.68,0.03,0.18
609,0.8800000000000001,0.5,0.75,5.0,0.67,0.03,0.18
610,0.8900000000000001,0.5,0.75,5.5,0.66,0.04,0.19
611,0.8800000000000001,0.5,0.75,6.0,0.65,0.03,0.2
612,0.83,0.5,1.0,0.5,0.72,0.1,0.01
613,0.85,0.5,1.0,1.0,0.72,0.11,0.02
614,0.88,0.5,1.0,1.5,0.72,0.11,0.05
615,0.84,0.5,1.0,2.0,0.71,0.1,0.03
616,0.8999999999999999,0.5,1.0,2.5,0.71,0.08,0.11
617,0.9099999999999999,0.5,1.0,3.0,0.7,0.1,0.11
618,0.94,0.5,1.0,3.5,0.69,0.07,0.18
619,0.92,0.5,1.0,4.0,0.68,0.07,0.17
620,0.97,0.5,1.0,4.5,0.68,0.09,0.2
621,0.9099999999999999,0.5,1.0,5.0,0.66,0.07,0.18
622,0.9299999999999999,0.5,1.0,5.5,0.65,0.09,0.19
623,0.9199999999999999,0.5,1.0,6.0,0.65,0.07,0.2
624,0.88,0.5,1.25,0.5,0.71,0.17,0.0
625,0.86,0.5,1.25,1.0,0.71,0.14,0.01
626,0.9,0.5,1.25,1.5,0.71,0.16,0.03
627,0.9299999999999999,0.5,1.25,2.0,0.7,0.16,0.07
628,0.9099999999999999,0.5,1.25,2.5,0.69,0.14,0.08
629,0.96,0.5,1.25,3.0,0.69,0.15,0.12
630,0.98,0.5,1.25,3.5,0.69,0.14,0.15
631,0.9900000000000001,0.5,1.25,4.0,0.68,0.15,0.16
632,0.9600000000000001,0.5,1.25,4.5,0.66,0.13,0.17
633,0.98,0.5,1.25,5.0,0.65,0.14,0.19
634,0.98,0.5,1.25,5.5,0.64,0.13,0.21
635,0.96,0.5,1.25,6.0,0.64,0.13,0.19
636,0.9099999999999999,0.5,1.5,0.5,0.7,0.2,0.01
637,0.8999999999999999,0.5,1.5,1.0,0.7,0.2,0.0
638,0.96,0.5,1.5,1.5,0.7,0.21,0.05
639,0.96,0.5,1.5,2.0,0.69,0.21,0.06
640,0.98,0.5,1.5,2.5,0.68,0.21,0.09
641,1.01,0.5,1.5,3.0,0.68,0.18,0.15
642,0.9800000000000001,0.5,1.5,3.5,0.67,0.18,0.13
643,1.03,0.5,1.5,4.0,0.67,0.2,0.16
644,0.9900000000000001,0.5,1.5,4.5,0.64,0.18,0.17
645,1.02,0.5,1.5,5.0,0.65,0.19,0.18
646,1.0,0.5,1.5,5.5,0.63,0.17,0.2
647,0.97,0.5,1.5,6.0,0.63,0.14,0.2
648,0.9299999999999999,0.5,1.75,0.5,0.69,0.24,0.0
649,0.95,0.5,1.75,1.0,0.69,0.25,0.01
650,0.9700000000000001,0.5,1.75,1.5,0.68,0.25,0.04
651,0.96,0.5,1.75,2.0,0.67,0.22,0.07
652,0.98,0.5,1.75,2.5,0.67,0.24,0.07
653,0.99,0.5,1.75,3.0,0.65,0.23,0.11
654,1.01,0.5,1.75,3.5,0.65,0.23,0.13
655,1.03,0.5,1.75,4.0,0.65,0.23,0.15
656,1.04,0.5,1.75,4.5,0.64,0.22,0.18
657,1.03,0.5,1.75,5.0,0.63,0.21,0.19
658,1.03,0.5,1.75,5.5,0.62,0.22,0.19
659,1.02,0.5,1.75,6.0,0.61,0.2,0.21
660,0.9500000000000001,0.5,2.0,0.5,0.67,0.27,0.01
661,0.9400000000000001,0.5,2.0,1.0,0.67,0.26,0.01
662,0.9800000000000001,0.5,2.0,1.5,0.67,0.28,0.03
663,0.98,0.5,2.0,2.0,0.66,0.26,0.06
664,0.99,0.5,2.0,2.5,0.65,0.26,0.08
665,1.01,0.5,2.0,3.0,0.64,0.28,0.09
666,1.02,0.5,2.0,3.5,0.63,0.25,0.14
667,1.03,0.5,2.0,4.0,0.63,0.25,0.15
668,1.0,0.5,2.0,4.5,0.62,0.25,0.13
669,1.0,0.5,2.0,5.0,0.6,0.24,0.16
670,1.04,0.5,2.0,5.5,0.6,0.26,0.18
671,1.03,0.5,2.0,6.0,0.59,0.25,0.19
672,0.95,0.5,2.25,0.5,0.66,0.29,0.0
673,0.98,0.5,2.25,1.0,0.66,0.31,0.01
674,0.99,0.5,2.25,1.5,0.66,0.3,0.03
675,0.98,0.5,2.25,2.0,0.64,0.29,0.05
676,0.99,0.5,2.25,2.5,0.63,0.28,0.08
677,1.02,0.5,2.25,3.0,0.63,0.28,0.11
678,1.03,0.5,2.25,3.5,0.62,0.27,0.14
679,1.02,0.5,2.25,4.0,0.61,0.28,0.13
680,1.0699999999999998,0.5,2.25,4.5,0.6,0.3,0.17
681,1.05,0.5,2.25,5.0,0.6,0.28,0.17
682,1.03,0.5,2.25,5.5,0.58,0.27,0.18
683,1.04,0.5,2.25,6.0,0.57,0.28,0.19
684,0.94,0.5,2.5,0.5,0.64,0.3,0.0
685,0.95,0.5,2.5,1.0,0.64,0.31,0.0
686,0.96,0.5,2.5,1.5,0.63,0.31,0.02
687,0.99,0.5,2.5,2.0,0.62,0.32,0.05
688,0.9899999999999999,0.5,2.5,2.5,0.61,0.3,0.08
689,0.9999999999999999,0.5,2.5,3.0,0.6,0.31,0.09
690,1.04,0.5,2.5,3.5,0.59,0.32,0.13
691,0.9999999999999999,0.5,2.5,4.0,0.58,0.3,0.12
692,1.0399999999999998,0.5,2.5,4.5,0.57,0.32,0.15
693,1.02,0.5,2.5,5.0,0.56,0.29,0.17
694,1.0299999999999998,0.5,2.5,5.5,0.57,0.3,0.16
695,1.01,0.5,2.5,6.0,0.54,0.28,0.19
696,0.96,0.5,2.75,0.5,0.63,0.33,0.0
697,0.96,0.5,2.75,1.0,0.62,0.34,0.0
698,0.98,0.5,2.75,1.5,0.63,0.33,0.02
699,0.97,0.5,2.75,2.0,0.61,0.33,0.03
700,0.99,0.5,2.75,2.5,0.6,0.32,0.07
701,0.9799999999999999,0.5,2.75,3.0,0.58,0.31,0.09
702,1.04,0.5,2.75,3.5,0.58,0.33,0.13
703,0.9899999999999999,0.5,2.75,4.0,0.57,0.3,0.12
704,1.0799999999999998,0.5,2.75,4.5,0.58,0.34,0.16
705,1.0,0.5,2.75,5.0,0.54,0.31,0.15
706,1.03,0.5,2.75,5.5,0.55,0.31,0.17
707,1.03,0.5,2.75,6.0,0.53,0.32,0.18
708,0.95,0.5,3.0,0.5,0.61,0.34,0.0
709,0.9299999999999999,0.5,3.0,1.0,0.6,0.33,0.0
710,0.97,0.5,3.0,1.5,0.6,0.34,0.03
711,0.98,0.5,3.0,2.0,0.59,0.34,0.05
712,0.99,0.5,3.0,2.5,0.59,0.34,0.06
713,0.9999999999999999,0.5,3.0,3.0,0.58,0.33,0.09
714,0.9800000000000001,0.5,3.0,3.5,0.56,0.33,0.09
715,1.0100000000000002,0.5,3.0,4.0,0.56,0.33,0.12
716,1.02,0.5,3.0,4.5,0.55,0.34,0.13
717,1.02,0.5,3.0,5.0,0.55,0.32,0.15
718,1.01,0.5,3.0,5.5,0.53,0.32,0.16
719,1.01,0.5,3.0,6.0,0.52,0.32,0.17
720,0.74,0.6,0.25,0.5,0.74,0.0,0.0
721,0.74,0.6,0.25,1.0,0.74,0.0,0.0
722,0.76,0.6,0.25,1.5,0.74,0.0,0.02
723,0.78,0.6,0.25,2.0,0.73,0.0,0.05
724,0.8099999999999999,0.6,0.25,2.5,0.73,0.0,0.08
725,0.84,0.6,0.25,3.0,0.72,0.0,0.12
726,0.86,0.6,0.25,3.5,0.71,0.0,0.15
727,0.85,0.6,0.25,4.0,0.71,0.0,0.14
728,0.84,0.6,0.25,4.5,0.7,0.0,0.14
729,0.8699999999999999,0.6,0.25,5.0,0.69,0.0,0.18
730,0.8500000000000001,0.6,0.25,5.5,0.68,0.0,0.17
731,0.8500000000000001,0.6,0.25,6.0,0.67,0.0,0.18
732,0.74,0.6,0.5,0.5,0.74,0.0,0.0
733,0.76,0.6,0.5,1.0,0.74,0.0,0.02
734,0.75,0.6,0.5,1.5,0.73,0.0,0.02
735,0.79,0.6,0.5,2.0,0.73,0.0,0.06
736,0.7999999999999999,0.6,0.5,2.5,0.72,0.0,0.08
737,0.83,0.6,0.5,3.0,0.72,0.0,0.11
738,0.82,0.6,0.5,3.5,0.71,0.0,0.11
739,0.86,0.6,0.5,4.0,0.7,0.0,0.16
740,0.82,0.6,0.5,4.5,0.69,0.0,0.13
741,0.86,0.6,0.5,5.0,0.69,0.0,0.17
742,0.8400000000000001,0.6,0.5,5.5,0.68,0.0,0.16
743,0.8500000000000001,0.6,0.5,6.0,0.67,0.0,0.18
744,0.76,0.6,0.75,0.5,0.73,0.03,0.0
745,0.76,0.6,0.75,1.0,0.73,0.03,0.0
746,0.79,0.6,0.75,1.5,0.73,0.03,0.03
747,0.79,0.6,0.75,2.0,0.73,0.01,0.05
748,0.82,0.6,0.75,2.5,0.72,0.02,0.08
749,0.84,0.6,0.75,3.0,0.72,0.01,0.11
750,0.86,0.6,0.75,3.5,0.71,0.01,0.14
751,0.84,0.6,0.75,4.0,0.7,0.02,0.12
752,0.86,0.6,0.75,4.5,0.69,0.02,0.15
753,0.89,0.6,0.75,5.0,0.69,0.03,0.17
754,0.8600000000000001,0.6,0.75,5.5,0.68,0.01,0.17
755,0.89,0.6,0.75,6.0,0.67,0.01,0.21
756,0.8,0.6,1.0,0.5,0.73,0.07,0.0
757,0.8,0.6,1.0,1.0,0.73,0.07,0.0
758,0.8200000000000001,0.6,1.0,1.5,0.73,0.05,0.04
759,0.8400000000000001,0.6,1.0,2.0,0.72,0.07,0.05
760,0.86,0.6,1.0,2.5,0.72,0.05,0.09
761,0.88,0.6,1.0,3.0,0.71,0.06,0.11
762,0.89,0.6,1.0,3.5,0.7,0.06,0.13
763,0.9,0.6,1.0,4.0,0.7,0.05,0.15
764,0.92,0.6,1.0,4.5,0.69,0.06,0.17
765,0.9000000000000001,0.6,1.0,5.0,0.68,0.05,0.17
