,Total_f1,w_1,w_2,w_3,1_f1,2_f1,3_f1
766,0.9100000000000001,0.6,1.0,5.5,0.68,0.05,0.18
767,0.9200000000000002,0.6,1.0,6.0,0.67,0.05,0.2
768,0.83,0.6,1.25,0.5,0.72,0.11,0.0
769,0.85,0.6,1.25,1.0,0.72,0.12,0.01
770,0.85,0.6,1.25,1.5,0.72,0.11,0.02
771,0.88,0.6,1.25,2.0,0.72,0.13,0.03
772,0.8799999999999999,0.6,1.25,2.5,0.71,0.11,0.06
773,0.9199999999999999,0.6,1.25,3.0,0.71,0.1,0.11
774,0.8999999999999999,0.6,1.25,3.5,0.69,0.09,0.12
775,0.9299999999999999,0.6,1.25,4.0,0.69,0.1,0.14
776,0.97,0.6,1.25,4.5,0.69,0.11,0.17
777,0.93,0.6,1.25,5.0,0.67,0.1,0.16
778,0.97,0.6,1.25,5.5,0.67,0.11,0.19
779,0.96,0.6,1.25,6.0,0.67,0.1,0.19
780,0.88,0.6,1.5,0.5,0.72,0.16,0.0
781,0.89,0.6,1.5,1.0,0.72,0.17,0.0
782,0.88,0.6,1.5,1.5,0.71,0.15,0.02
783,0.9099999999999999,0.6,1.5,2.0,0.71,0.14,0.06
784,0.9199999999999999,0.6,1.5,2.5,0.7,0.15,0.07
785,0.97,0.6,1.5,3.0,0.7,0.16,0.11
786,0.94,0.6,1.5,3.5,0.69,0.14,0.11
787,0.9900000000000001,0.6,1.5,4.0,0.68,0.16,0.15
788,0.9900000000000001,0.6,1.5,4.5,0.67,0.15,0.17
789,0.99,0.6,1.5,5.0,0.67,0.14,0.18
790,1.0,0.6,1.5,5.5,0.66,0.16,0.18
791,0.9600000000000001,0.6,1.5,6.0,0.65,0.14,0.17
792,0.8999999999999999,0.6,1.75,0.5,0.71,0.18,0.01
793,0.9099999999999999,0.6,1.75,1.0,0.71,0.2,0.0
794,0.9199999999999999,0.6,1.75,1.5,0.7,0.2,0.02
795,0.95,0.6,1.75,2.0,0.7,0.2,0.05
796,0.9299999999999999,0.6,1.75,2.5,0.69,0.16,0.08
797,0.94,0.6,1.75,3.0,0.69,0.17,0.08
798,0.9500000000000001,0.6,1.75,3.5,0.67,0.17,0.11
799,0.9800000000000001,0.6,1.75,4.0,0.67,0.17,0.14
800,1.0,0.6,1.75,4.5,0.67,0.19,0.14
801,1.02,0.6,1.75,5.0,0.67,0.18,0.17
802,0.99,0.6,1.75,5.5,0.65,0.16,0.18
803,1.0,0.6,1.75,6.0,0.64,0.18,0.18
804,0.8999999999999999,0.6,2.0,0.5,0.69,0.21,0.0
805,0.9199999999999999,0.6,2.0,1.0,0.69,0.22,0.01
806,0.96,0.6,2.0,1.5,0.7,0.24,0.02
807,0.95,0.6,2.0,2.0,0.69,0.22,0.04
808,0.9400000000000001,0.6,2.0,2.5,0.67,0.22,0.05
809,0.97,0.6,2.0,3.0,0.67,0.23,0.07
810,0.98,0.6,2.0,3.5,0.66,0.21,0.11
811,1.01,0.6,2.0,4.0,0.66,0.21,0.14
812,1.0,0.6,2.0,4.5,0.65,0.21,0.14
813,1.01,0.6,2.0,5.0,0.65,0.2,0.16
814,1.02,0.6,2.0,5.5,0.64,0.22,0.16
815,1.03,0.6,2.0,6.0,0.63,0.23,0.17
816,0.92,0.6,2.25,0.5,0.68,0.24,0.0
817,0.9500000000000001,0.6,2.25,1.0,0.68,0.26,0.01
818,0.9600000000000001,0.6,2.25,1.5,0.68,0.26,0.02
819,0.9800000000000001,0.6,2.25,2.0,0.67,0.27,0.04
820,0.95,0.6,2.25,2.5,0.66,0.23,0.06
821,0.99,0.6,2.25,3.0,0.65,0.25,0.09
822,1.03,0.6,2.25,3.5,0.65,0.24,0.14
823,1.02,0.6,2.25,4.0,0.65,0.25,0.12
824,1.02,0.6,2.25,4.5,0.64,0.23,0.15
825,1.03,0.6,2.25,5.0,0.63,0.25,0.15
826,1.04,0.6,2.25,5.5,0.63,0.25,0.16
827,1.05,0.6,2.25,6.0,0.62,0.24,0.19
828,0.9500000000000001,0.6,2.5,0.5,0.67,0.28,0.0
829,0.9500000000000001,0.6,2.5,1.0,0.67,0.28,0.0
830,1.0,0.6,2.5,1.5,0.67,0.29,0.04
831,1.02,0.6,2.5,2.0,0.66,0.31,0.05
832,0.99,0.6,2.5,2.5,0.65,0.29,0.05
833,1.01,0.6,2.5,3.0,0.64,0.29,0.08
834,1.04,0.6,2.5,3.5,0.64,0.29,0.11
835,1.03,0.6,2.5,4.0,0.64,0.27,0.12
836,1.05,0.6,2.5,4.5,0.63,0.27,0.15
837,1.06,0.6,2.5,5.0,0.62,0.28,0.16
838,1.06,0.6,2.5,5.5,0.61,0.27,0.18
839,1.04,0.6,2.5,6.0,0.6,0.26,0.18
840,0.94,0.6,2.75,0.5,0.65,0.29,0.0
841,0.96,0.6,2.75,1.0,0.66,0.29,0.01
842,0.96,0.6,2.75,1.5,0.65,0.3,0.01
843,1.0,0.6,2.75,2.0,0.64,0.31,0.05
844,1.01,0.6,2.75,2.5,0.63,0.3,0.08
845,1.02,0.6,2.75,3.0,0.63,0.3,0.09
846,1.01,0.6,2.75,3.5,0.62,0.28,0.11
847,1.02,0.6,2.75,4.0,0.62,0.3,0.1
848,1.01,0.6,2.75,4.5,0.61,0.29,0.11
849,1.0499999999999998,0.6,2.75,5.0,0.6,0.29,0.16
850,1.04,0.6,2.75,5.5,0.6,0.28,0.16
851,1.01,0.6,2.75,6.0,0.58,0.28,0.15
852,0.96,0.6,3.0,0.5,0.65,0.31,0.0
853,0.95,0.6,3.0,1.0,0.64,0.3,0.01
854,0.97,0.6,3.0,1.5,0.64,0.32,0.01
855,0.97,0.6,3.0,2.0,0.62,0.31,0.04
856,1.01,0.6,3.0,2.5,0.63,0.32,0.06
857,1.02,0.6,3.0,3.0,0.62,0.32,0.08
858,0.9999999999999999,0.6,3.0,3.5,0.61,0.31,0.08
859,0.9999999999999999,0.6,3.0,4.0,0.6,0.3,0.1
860,0.9999999999999999,0.6,3.0,4.5,0.59,0.3,0.11
861,1.0299999999999998,0.6,3.0,5.0,0.58,0.3,0.15
862,1.0099999999999998,0.6,3.0,5.5,0.57,0.3,0.14
863,1.0699999999999998,0.6,3.0,6.0,0.58,0.31,0.18
864,0.74,0.7,0.25,0.5,0.74,0.0,0.0
865,0.74,0.7,0.25,1.0,0.74,0.0,0.0
866,0.76,0.7,0.25,1.5,0.74,0.0,0.02
867,0.76,0.7,0.25,2.0,0.73,0.0,0.03
868,0.82,0.7,0.25,2.5,0.73,0.0,0.09
869,0.82,0.7,0.25,3.0,0.73,0.0,0.09
870,0.82,0.7,0.25,3.5,0.72,0.0,0.1
871,0.85,0.7,0.25,4.0,0.72,0.0,0.13
872,0.86,0.7,0.25,4.5,0.71,0.0,0.15
873,0.86,0.7,0.25,5.0,0.7,0.0,0.16
874,0.82,0.7,0.25,5.5,0.69,0.0,0.13
875,0.8500000000000001,0.7,0.25,6.0,0.68,0.0,0.17
876,0.76,0.7,0.5,0.5,0.74,0.01,0.01
877,0.75,0.7,0.5,1.0,0.74,0.0,0.01
878,0.76,0.7,0.5,1.5,0.74,0.0,0.02
879,0.77,0.7,0.5,2.0,0.73,0.0,0.04
880,0.79,0.7,0.5,2.5,0.73,0.0,0.06
881,0.83,0.7,0.5,3.0,0.73,0.0,0.1
882,0.84,0.7,0.5,3.5,0.72,0.0,0.12
883,0.83,0.7,0.5,4.0,0.71,0.0,0.12
884,0.84,0.7,0.5,4.5,0.71,0.0,0.13
885,0.84,0.7,0.5,5.0,0.7,0.0,0.14
886,0.82,0.7,0.5,5.5,0.69,0.0,0.13
887,0.86,0.7,0.5,6.0,0.69,0.0,0.17
888,0.77,0.7,0.75,0.5,0.74,0.03,0.0
889,0.76,0.7,0.75,1.0,0.74,0.02,0.0
890,0.76,0.7,0.75,1.5,0.74,0.01,0.01
891,0.78,0.7,0.75,2.0,0.73,0.01,0.04
892,0.81,0.7,0.75,2.5,0.73,0.01,0.07
893,0.8099999999999999,0.7,0.75,3.0,0.72,0.01,0.08
894,0.84,0.7,0.75,3.5,0.72,0.01,0.11
895,0.86,0.7,0.75,4.0,0.72,0.0,0.14
896,0.85,0.7,0.75,4.5,0.7,0.01,0.14
897,0.84,0.7,0.75,5.0,0.69,0.01,0.14
898,0.84,0.7,0.75,5.5,0.69,0.0,0.15
899,0.8500000000000001,0.7,0.75,6.0,0.68,0.01,0.16
900,0.78,0.7,1.0,0.5,0.73,0.05,0.0
901,0.78,0.7,1.0,1.0,0.73,0.05,0.0
902,0.79,0.7,1.0,1.5,0.73,0.04,0.02
903,0.81,0.7,1.0,2.0,0.73,0.04,0.04
904,0.81,0.7,1.0,2.5,0.72,0.04,0.05
905,0.83,0.7,1.0,3.0,0.72,0.02,0.09
906,0.87,0.7,1.0,3.5,0.72,0.04,0.11
907,0.86,0.7,1.0,4.0,0.71,0.03,0.12
908,0.88,0.7,1.0,4.5,0.7,0.03,0.15
909,0.87,0.7,1.0,5.0,0.69,0.02,0.16
910,0.88,0.7,1.0,5.5,0.69,0.02,0.17
911,0.8800000000000001,0.7,1.0,6.0,0.68,0.03,0.17
912,0.8,0.7,1.25,0.5,0.73,0.07,0.0
913,0.7999999999999999,0.7,1.25,1.0,0.72,0.08,0.0
914,0.8200000000000001,0.7,1.25,1.5,0.73,0.07,0.02
915,0.84,0.7,1.25,2.0,0.73,0.08,0.03
916,0.8799999999999999,0.7,1.25,2.5,0.72,0.09,0.07
917,0.8400000000000001,0.7,1.25,3.0,0.71,0.07,0.06
918,0.9099999999999999,0.7,1.25,3.5,0.71,0.08,0.12
919,0.87,0.7,1.25,4.0,0.7,0.07,0.1
920,0.87,0.7,1.25,4.5,0.7,0.05,0.12
921,0.89,0.7,1.25,5.0,0.69,0.05,0.15
922,0.9199999999999999,0.7,1.25,5.5,0.68,0.06,0.18
923,0.94,0.7,1.25,6.0,0.69,0.07,0.18
924,0.86,0.7,1.5,0.5,0.72,0.14,0.0
925,0.85,0.7,1.5,1.0,0.72,0.13,0.0
926,0.85,0.7,1.5,1.5,0.72,0.11,0.02
927,0.87,0.7,1.5,2.0,0.72,0.12,0.03
928,0.88,0.7,1.5,2.5,0.71,0.12,0.05
929,0.8899999999999999,0.7,1.5,3.0,0.71,0.11,0.07
930,0.8899999999999999,0.7,1.5,3.5,0.7,0.12,0.07
931,0.94,0.7,1.5,4.0,0.7,0.11,0.13
932,0.98,0.7,1.5,4.5,0.7,0.13,0.15
933,0.9400000000000001,0.7,1.5,5.0,0.68,0.12,0.14
934,0.98,0.7,1.5,5.5,0.69,0.11,0.18
935,0.9500000000000001,0.7,1.5,6.0,0.67,0.11,0.17
936,0.86,0.7,1.75,0.5,0.71,0.15,0.0
937,0.88,0.7,1.75,1.0,0.71,0.16,0.01
938,0.91,0.7,1.75,1.5,0.72,0.17,0.02
939,0.91,0.7,1.75,2.0,0.71,0.17,0.03
940,0.9,0.7,1.75,2.5,0.7,0.15,0.05
941,0.94,0.7,1.75,3.0,0.7,0.16,0.08
942,0.94,0.7,1.75,3.5,0.7,0.13,0.11
943,0.95,0.7,1.75,4.0,0.69,0.15,0.11
944,0.97,0.7,1.75,4.5,0.69,0.14,0.14
945,0.9400000000000001,0.7,1.75,5.0,0.67,0.14,0.13
946,0.9700000000000001,0.7,1.75,5.5,0.67,0.14,0.16
947,0.9700000000000001,0.7,1.75,6.0,0.67,0.14,0.16
948,0.8899999999999999,0.7,2.0,0.5,0.71,0.18,0.0
949,0.9099999999999999,0.7,2.0,1.0,0.71,0.19,0.01
950,0.9099999999999999,0.7,2.0,1.5,0.71,0.19,0.01
951,0.8999999999999999,0.7,2.0,2.0,0.7,0.18,0.02
952,0.95,0.7,2.0,2.5,0.7,0.19,0.06
953,0.9200000000000002,0.7,2.0,3.0,0.68,0.17,0.07
954,0.9899999999999999,0.7,2.0,3.5,0.69,0.18,0.12
955,1.0,0.7,2.0,4.0,0.68,0.2,0.12
956,0.9900000000000001,0.7,2.0,4.5,0.67,0.19,0.13
957,1.02,0.7,2.0,5.0,0.67,0.2,0.15
958,0.9900000000000001,0.7,2.0,5.5,0.67,0.18,0.14
959,1.02,0.7,2.0,6.0,0.66,0.18,0.18
960,0.9099999999999999,0.7,2.25,0.5,0.7,0.2,0.01
961,0.9099999999999999,0.7,2.25,1.0,0.7,0.21,0.0
962,0.94,0.7,2.25,1.5,0.69,0.24,0.01
963,0.95,0.7,2.25,2.0,0.69,0.23,0.03
964,0.95,0.7,2.25,2.5,0.69,0.23,0.03
965,0.98,0.7,2.25,3.0,0.68,0.23,0.07
966,0.97,0.7,2.25,3.5,0.67,0.22,0.08
967,1.04,0.7,2.25,4.0,0.68,0.23,0.13
968,1.02,0.7,2.25,4.5,0.68,0.22,0.12
969,1.01,0.7,2.25,5.0,0.66,0.22,0.13
970,1.05,0.7,2.25,5.5,0.66,0.22,0.17
971,1.04,0.7,2.25,6.0,0.65,0.22,0.17
972,0.94,0.7,2.5,0.5,0.69,0.25,0.0
973,0.93,0.7,2.5,1.0,0.68,0.25,0.0
974,0.95,0.7,2.5,1.5,0.69,0.25,0.01
975,0.98,0.7,2.5,2.0,0.69,0.25,0.04
976,0.9800000000000001,0.7,2.5,2.5,0.68,0.25,0.05
977,0.98,0.7,2.5,3.0,0.67,0.24,0.07
978,0.98,0.7,2.5,3.5,0.66,0.25,0.07
979,1.02,0.7,2.5,4.0,0.66,0.26,0.1
980,1.03,0.7,2.5,4.5,0.66,0.24,0.13
981,1.02,0.7,2.5,5.0,0.65,0.23,0.14
982,1.02,0.7,2.5,5.5,0.65,0.24,0.13
983,1.02,0.7,2.5,6.0,0.64,0.22,0.16
984,0.93,0.7,2.75,0.5,0.68,0.25,0.0
985,0.9400000000000001,0.7,2.75,1.0,0.67,0.27,0.0
986,0.9400000000000001,0.7,2.75,1.5,0.67,0.26,0.01
987,0.9700000000000001,0.7,2.75,2.0,0.67,0.27,0.03
988,0.96,0.7,2.75,2.5,0.66,0.24,0.06
989,1.0,0.7,2.75,3.0,0.65,0.28,0.07
990,1.01,0.7,2.75,3.5,0.65,0.27,0.09
991,1.0,0.7,2.75,4.0,0.64,0.27,0.09
992,1.03,0.7,2.75,4.5,0.65,0.27,0.11
993,1.03,0.7,2.75,5.0,0.64,0.27,0.12
994,1.07,0.7,2.75,5.5,0.64,0.26,0.17
995,1.05,0.7,2.75,6.0,0.64,0.27,0.14
996,0.93,0.7,3.0,0.5,0.66,0.27,0.0
997,0.97,0.7,3.0,1.0,0.67,0.29,0.01
998,0.9500000000000001,0.7,3.0,1.5,0.66,0.28,0.01
999,0.98,0.7,3.0,2.0,0.66,0.3,0.02
1000,1.03,0.7,3.0,2.5,0.66,0.31,0.06
1001,1.04,0.7,3.0,3.0,0.65,0.31,0.08
1002,1.0,0.7,3.0,3.5,0.64,0.29,0.07
1003,1.01,0.7,3.0,4.0,0.63,0.28,0.1
1004,1.01,0.7,3.0,4.5,0.63,0.28,0.1
1005,1.03,0.7,3.0,5.0,0.63,0.28,0.12
1006,1.0,0.7,3.0,5.5,0.6,0.26,0.14
1007,1.03,0.7,3.0,6.0,0.61,0.27,0.15
1008,0.74,0.8,0.25,0.5,0.74,0.0,0.0
1009,0.74,0.8,0.25,1.0,0.74,0.0,0.0
1010,0.76,0.8,0.25,1.5,0.74,0.0,0.02
1011,0.78,0.8,0.25,2.0,0.74,0.0,0.04
1012,0.79,0.8,0.25,2.5,0.73,0.0,0.06
1013,0.8099999999999999,0.8,0.25,3.0,0.73,0.0,0.08
1014,0.84,0.8,0.25,3.5,0.73,0.0,0.11
1015,0.82,0.8,0.25,4.0,0.71,0.0,0.11
1016,0.86,0.8,0.25,4.5,0.71,0.0,0.15
1017,0.84,0.8,0.25,5.0,0.71,0.0,0.13
1018,0.83,0.8,0.25,5.5,0.7,0.0,0.13
1019,0.84,0.8,0.25,6.0,0.7,0.0,0.14
1020,0.74,0.8,0.5,0.5,0.74,0.0,0.0
1021,0.74,0.8,0.5,1.0,0.74,0.0,0.0
1022,0.76,0.8,0.5,1.5,0.74,0.0,0.02
1023,0.76,0.8,0.5,2.0,0.73,0.0,0.03
1024,0.77,0.8,0.5,2.5,0.73,0.0,0.04
1025,0.8099999999999999,0.8,0.5,3.0,0.73,0.0,0.08
1026,0.83,0.8,0.5,3.5,0.72,0.0,0.11
1027,0.85,0.8,0.5,4.0,0.72,0.0,0.13
1028,0.85,0.8,0.5,4.5,0.72,0.0,0.13
1029,0.87,0.8,0.5,5.0,0.71,0.0,0.16
1030,0.85,0.8,0.5,5.5,0.7,0.0,0.15
1031,0.83,0.8,0.5,6.0,0.69,0.0,0.14
1032,0.75,0.8,0.75,0.5,0.74,0.01,0.0
1033,0.75,0.8,0.75,1.0,0.74,0.01,0.0
1034,0.76,0.8,0.75,1.5,0.74,0.01,0.01
1035,0.75,0.8,0.75,2.0,0.73,0.0,0.02
1036,0.79,0.8,0.75,2.5,0.73,0.0,0.06
1037,0.79,0.8,0.75,3.0,0.72,0.0,0.07
1038,0.8099999999999999,0.8,0.75,3.5,0.72,0.0,0.09
1039,0.82,0.8,0.75,4.0,0.72,0.0,0.1
1040,0.86,0.8,0.75,4.5,0.71,0.01,0.14
1041,0.83,0.8,0.75,5.0,0.71,0.0,0.12
1042,0.86,0.8,0.75,5.5,0.7,0.0,0.16
1043,0.85,0.8,0.75,6.0,0.69,0.0,0.16
1044,0.75,0.8,1.0,0.5,0.73,0.02,0.0
1045,0.78,0.8,1.0,1.0,0.74,0.03,0.01
1046,0.78,0.8,1.0,1.5,0.74,0.03,0.01
1047,0.77,0.8,1.0,2.0,0.73,0.01,0.03
1048,0.79,0.8,1.0,2.5,0.73,0.02,0.04
1049,0.82,0.8,1.0,3.0,0.72,0.02,0.08
1050,0.83,0.8,1.0,3.5,0.72,0.01,0.1
1051,0.85,0.8,1.0,4.0,0.72,0.02,0.11
1052,0.85,0.8,1.0,4.5,0.71,0.01,0.13
1053,0.86,0.8,1.0,5.0,0.7,0.02,0.14
1054,0.86,0.8,1.0,5.5,0.7,0.02,0.14
1055,0.89,0.8,1.0,6.0,0.7,0.02,0.17
1056,0.79,0.8,1.25,0.5,0.73,0.06,0.0
1057,0.78,0.8,1.25,1.0,0.73,0.05,0.0
1058,0.78,0.8,1.25,1.5,0.73,0.04,0.01
1059,0.81,0.8,1.25,2.0,0.73,0.05,0.03
1060,0.8,0.8,1.25,2.5,0.73,0.04,0.03
1061,0.8300000000000001,0.8,1.25,3.0,0.72,0.05,0.06
1062,0.8400000000000001,0.8,1.25,3.5,0.72,0.05,0.07
1063,0.88,0.8,1.25,4.0,0.72,0.05,0.11
1064,0.86,0.8,1.25,4.5,0.71,0.03,0.12
1065,0.88,0.8,1.25,5.0,0.7,0.04,0.14
1066,0.89,0.8,1.25,5.5,0.7,0.05,0.14
1067,0.91,0.8,1.25,6.0,0.7,0.04,0.17
1068,0.83,0.8,1.5,0.5,0.73,0.1,0.0
1069,0.84,0.8,1.5,1.0,0.73,0.1,0.01
1070,0.82,0.8,1.5,1.5,0.73,0.08,0.01
1071,0.85,0.8,1.5,2.0,0.73,0.09,0.03
1072,0.8600000000000001,0.8,1.5,2.5,0.72,0.07,0.07
1073,0.86,0.8,1.5,3.0,0.72,0.1,0.04
1074,0.86,0.8,1.5,3.5,0.71,0.05,0.1
1075,0.89,0.8,1.5,4.0,0.71,0.07,0.11
1076,0.87,0.8,1.5,4.5,0.7,0.07,0.1
1077,0.9199999999999999,0.8,1.5,5.0,0.71,0.09,0.12
1078,0.9199999999999999,0.8,1.5,5.5,0.69,0.08,0.15
1079,0.9299999999999999,0.8,1.5,6.0,0.69,0.08,0.16
1080,0.82,0.8,1.75,0.5,0.71,0.11,0.0
1081,0.86,0.8,1.75,1.0,0.72,0.13,0.01
1082,0.85,0.8,1.75,1.5,0.72,0.11,0.02
1083,0.86,0.8,1.75,2.0,0.72,0.11,0.03
1084,0.86,0.8,1.75,2.5,0.71,0.12,0.03
1085,0.9099999999999999,0.8,1.75,3.0,0.71,0.13,0.07
1086,0.8899999999999999,0.8,1.75,3.5,0.71,0.11,0.07
1087,0.9099999999999999,0.8,1.75,4.0,0.7,0.11,0.1
1088,0.94,0.8,1.75,4.5,0.7,0.11,0.13
1089,0.94,0.8,1.75,5.0,0.69,0.12,0.13
1090,0.9500000000000001,0.8,1.75,5.5,0.68,0.12,0.15
1091,0.9400000000000001,0.8,1.75,6.0,0.68,0.11,0.15
1092,0.86,0.8,2.0,0.5,0.71,0.15,0.0
1093,0.87,0.8,2.0,1.0,0.71,0.16,0.0
1094,0.88,0.8,2.0,1.5,0.71,0.16,0.01
1095,0.9,0.8,2.0,2.0,0.71,0.16,0.03
1096,0.88,0.8,2.0,2.5,0.7,0.14,0.04
1097,0.94,0.8,2.0,3.0,0.7,0.16,0.08
1098,0.9199999999999999,0.8,2.0,3.5,0.7,0.13,0.09
1099,0.95,0.8,2.0,4.0,0.7,0.16,0.09
1100,0.9299999999999999,0.8,2.0,4.5,0.69,0.14,0.1
1101,0.9700000000000001,0.8,2.0,5.0,0.68,0.16,0.13
1102,0.9900000000000001,0.8,2.0,5.5,0.68,0.16,0.15
1103,1.01,0.8,2.0,6.0,0.68,0.15,0.18
1104,0.8899999999999999,0.8,2.25,0.5,0.7,0.19,0.0
1105,0.8899999999999999,0.8,2.25,1.0,0.7,0.19,0.0
1106,0.8999999999999999,0.8,2.25,1.5,0.71,0.19,0.0
1107,0.9299999999999999,0.8,2.25,2.0,0.71,0.19,0.03
1108,0.9299999999999999,0.8,2.25,2.5,0.7,0.21,0.02
1109,0.96,0.8,2.25,3.0,0.7,0.2,0.06
1110,0.9199999999999999,0.8,2.25,3.5,0.69,0.18,0.05
1111,0.9500000000000001,0.8,2.25,4.0,0.68,0.19,0.08
1112,0.9899999999999999,0.8,2.25,4.5,0.69,0.2,0.1
1113,0.9800000000000001,0.8,2.25,5.0,0.67,0.19,0.12
1114,1.0,0.8,2.25,5.5,0.68,0.18,0.14
1115,1.0,0.8,2.25,6.0,0.66,0.18,0.16
1116,0.8999999999999999,0.8,2.5,0.5,0.69,0.21,0.0
1117,0.8999999999999999,0.8,2.5,1.0,0.7,0.2,0.0
1118,0.8899999999999999,0.8,2.5,1.5,0.7,0.19,0.0
1119,0.94,0.8,2.5,2.0,0.7,0.22,0.02
1120,0.95,0.8,2.5,2.5,0.69,0.22,0.04
1121,0.96,0.8,2.5,3.0,0.68,0.22,0.06
1122,0.98,0.8,2.5,3.5,0.68,0.21,0.09
1123,0.99,0.8,2.5,4.0,0.67,0.22,0.1
1124,0.9600000000000001,0.8,2.5,4.5,0.67,0.2,0.09
1125,0.9800000000000001,0.8,2.5,5.0,0.67,0.2,0.11
1126,1.03,0.8,2.5,5.5,0.67,0.22,0.14
1127,1.03,0.8,2.5,6.0,0.67,0.22,0.14
1128,0.9299999999999999,0.8,2.75,0.5,0.69,0.24,0.0
1129,0.94,0.8,2.75,1.0,0.69,0.24,0.01
1130,0.92,0.8,2.75,1.5,0.68,0.23,0.01
1131,0.95,0.8,2.75,2.0,0.69,0.24,0.02
1132,0.9400000000000001,0.8,2.75,2.5,0.68,0.23,0.03
1133,0.9600000000000001,0.8,2.75,3.0,0.68,0.23,0.05
1134,0.9600000000000001,0.8,2.75,3.5,0.67,0.24,0.05
1135,1.02,0.8,2.75,4.0,0.68,0.25,0.09
1136,0.98,0.8,2.75,4.5,0.65,0.22,0.11
1137,1.0,0.8,2.75,5.0,0.66,0.23,0.11
1138,1.04,0.8,2.75,5.5,0.66,0.24,0.14
1139,1.02,0.8,2.75,6.0,0.65,0.22,0.15
1140,0.93,0.8,3.0,0.5,0.68,0.25,0.0
1141,0.9500000000000001,0.8,3.0,1.0,0.68,0.26,0.01
1142,0.92,0.8,3.0,1.5,0.67,0.24,0.01
1143,0.9500000000000001,0.8,3.0,2.0,0.68,0.24,0.03
1144,0.9700000000000001,0.8,3.0,2.5,0.68,0.26,0.03
1145,1.01,0.8,3.0,3.0,0.67,0.28,0.06
1146,0.99,0.8,3.0,3.5,0.66,0.26,0.07
1147,0.99,0.8,3.0,4.0,0.65,0.25,0.09
1148,1.05,0.8,3.0,4.5,0.66,0.26,0.13
1149,1.03,0.8,3.0,5.0,0.65,0.26,0.12
1150,1.04,0.8,3.0,5.5,0.65,0.27,0.12
1151,1.04,0.8,3.0,6.0,0.65,0.25,0.14
